record_id ,date       ,timestamp ,intersection_id ,intersection_name  ,latitude ,longitude ,vehicle_count ,average_speed ,signal_cycle_time ,green_time ,yellow_time ,red_time ,weather_condition ,day_of_week ,is_weekend ,is_holiday ,event                ,pollution_level ,car_count ,bus_count ,truck_count ,motorcycle_count
5085      ,04-01-2023 ,12:40:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,124           ,16.68         ,120               ,50         ,3           ,67       ,Clear             ,Wednesday   ,workday    ,0          ,Accident             ,2.75            ,69        ,15        ,15          ,25
662       ,01-01-2023 ,11:00:00  ,2               ,Katra              ,25.46    ,81.85     ,95            ,38.32         ,120               ,56         ,5           ,59       ,Clear             ,Sunday      ,weekend    ,1          ,New Year Celebration ,1.66            ,60        ,8         ,6           ,21
6032      ,05-01-2023 ,04:30:00  ,2               ,Katra              ,25.46    ,81.85     ,67            ,37.6          ,120               ,60         ,4           ,56       ,Light Rain        ,Thursday    ,workday    ,1          ,NA                   ,1.22            ,41        ,6         ,5           ,15
1539      ,02-01-2023 ,01:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,78            ,34.85         ,120               ,63         ,3           ,54       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,1.56            ,50        ,10        ,4           ,14
4485      ,04-01-2023 ,02:40:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,91            ,36.91         ,120               ,54         ,5           ,61       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.06            ,45        ,8         ,17          ,21
7174      ,05-01-2023 ,23:30:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,62            ,39.39         ,120               ,64         ,5           ,51       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.08            ,43        ,5         ,4           ,10
413       ,01-01-2023 ,06:50:00  ,3               ,Chowk              ,25.43    ,NA        ,57            ,41            ,120               ,60         ,6           ,54       ,Cold Wave         ,Sunday      ,weekend    ,1          ,NA                   ,1.39            ,33        ,8         ,8           ,8
5011      ,04-01-2023 ,11:30:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,125           ,34.55         ,120               ,53         ,5           ,62       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.46            ,72        ,11        ,14          ,28
7535      ,06-01-2023 ,05:30:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,89            ,32.41         ,120               ,61         ,5           ,54       ,Fog               ,Friday      ,workday    ,0          ,NA                   ,1.83            ,56        ,7         ,13          ,13
1094      ,01-01-2023 ,18:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,50            ,45.03         ,120               ,52         ,6           ,62       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1               ,29        ,5         ,5           ,11
5724      ,04-01-2023 ,23:20:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,132           ,28.41         ,120               ,66         ,6           ,48       ,Heatwave          ,Wednesday   ,workday    ,0          ,NA                   ,2.29            ,89        ,9         ,11          ,23
3028      ,03-01-2023 ,02:20:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,51            ,42.99         ,120               ,51         ,4           ,65       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,0.91            ,36        ,2         ,7           ,6
3423      ,03-01-2023 ,09:00:00  ,3               ,Chowk              ,25.43    ,81.84     ,147           ,32.15         ,120               ,55         ,3           ,62       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,2.7             ,94        ,12        ,13          ,28
6255      ,05-01-2023 ,08:10:00  ,NA              ,NA                 ,25.41    ,81.86     ,170           ,30.13         ,120               ,78         ,5           ,37       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,3.07            ,104       ,12        ,17          ,37
9144      ,07-01-2023 ,08:20:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,117           ,38.28         ,120               ,64         ,4           ,52       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.49            ,59        ,11        ,17          ,30
7608      ,06-01-2023 ,06:40:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,57            ,36.79         ,120               ,63         ,5           ,52       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,1.21            ,37        ,4         ,10          ,6
832       ,01-01-2023 ,13:50:00  ,2               ,Katra              ,25.46    ,81.85     ,68            ,29.96         ,120               ,69         ,4           ,47       ,Fog               ,Sunday      ,weekend    ,1          ,New Year Celebration ,1.61            ,40        ,11        ,6           ,11
4536      ,04-01-2023 ,03:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,48            ,44.88         ,120               ,53         ,4           ,63       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.17            ,26        ,6         ,8           ,8
1401      ,01-01-2023 ,23:20:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,44            ,46.39         ,120               ,56         ,5           ,59       ,Clear             ,Sunday      ,weekend    ,1          ,New Year Celebration ,0.89            ,23        ,5         ,4           ,12
9210      ,07-01-2023 ,09:20:00  ,10              ,Minto Park         ,25.44    ,81.88     ,204           ,26.53         ,120               ,89         ,4           ,27       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,4.24            ,127       ,19        ,26          ,32
9586      ,07-01-2023 ,15:40:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,109           ,35.36         ,120               ,68         ,5           ,47       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.91            ,69        ,8         ,9           ,23
3824      ,03-01-2023 ,15:40:00  ,4               ,NA                 ,25.47    ,81.89     ,62            ,42.54         ,120               ,67         ,5           ,48       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.34            ,34        ,8         ,6           ,14
2580      ,02-01-2023 ,18:50:00  ,10              ,Minto Park         ,25.44    ,81.88     ,122           ,32.44         ,120               ,65         ,5           ,50       ,Cold Wave         ,Monday      ,workday    ,0          ,NA                   ,2.44            ,81        ,12        ,12          ,17
7962      ,06-01-2023 ,12:40:00  ,2               ,Katra              ,25.46    ,81.85     ,121           ,29.94         ,120               ,59         ,5           ,56       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.55            ,69        ,13        ,14          ,25
4169      ,03-01-2023 ,21:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,97            ,36.82         ,120               ,59         ,4           ,57       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.99            ,61        ,12        ,7           ,17
8609      ,06-01-2023 ,23:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,18            ,51.93         ,120               ,53         ,4           ,63       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,0.38            ,12        ,2         ,2           ,2
5720      ,04-01-2023 ,23:10:00  ,10              ,Minto Park         ,25.44    ,81.88     ,93            ,35.03         ,120               ,58         ,5           ,57       ,Heatwave          ,Wednesday   ,workday    ,0          ,NA                   ,1.88            ,49        ,10        ,9           ,25
2619      ,02-01-2023 ,19:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,120           ,28.28         ,NA                ,61         ,5           ,54       ,Light Rain        ,Monday      ,workday    ,0          ,NA                   ,2.06            ,80        ,8         ,10          ,22
5178      ,04-01-2023 ,14:10:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,69            ,30.96         ,120               ,62         ,6           ,52       ,Fog               ,Wednesday   ,workday    ,0          ,NA                   ,1.5             ,42        ,8         ,8           ,11
5807      ,05-01-2023 ,00:40:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,46            ,44.18         ,120               ,69         ,4           ,47       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.99            ,28        ,6         ,4           ,8
7422      ,06-01-2023 ,03:40:00  ,2               ,Katra              ,25.46    ,81.85     ,141           ,32.02         ,120               ,57         ,4           ,59       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,3.28            ,71        ,19        ,18          ,33
9179      ,07-01-2023 ,08:50:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,114           ,30.36         ,120               ,NA         ,4           ,52       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.84            ,68        ,7         ,8           ,31
7112      ,05-01-2023 ,22:30:00  ,2               ,Katra              ,25.46    ,81.85     ,48            ,40.47         ,120               ,70         ,4           ,46       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.73            ,33        ,3         ,2           ,10
5135      ,04-01-2023 ,13:30:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,182           ,13.95         ,120               ,75         ,5           ,40       ,Clear             ,Wednesday   ,workday    ,NA         ,Accident             ,3.66            ,114       ,16        ,22          ,30
8018      ,06-01-2023 ,13:30:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,119           ,33.85         ,120               ,61         ,6           ,53       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.72            ,68        ,12        ,20          ,19
8317      ,06-01-2023 ,18:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,150           ,29.26         ,120               ,54         ,4           ,62       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.93            ,83        ,13        ,17          ,37
9755      ,07-01-2023 ,18:30:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,185           ,26.03         ,120               ,88         ,5           ,27       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.67            ,118       ,20        ,15          ,32
7182      ,05-01-2023 ,23:40:00  ,2               ,Katra              ,25.46    ,81.85     ,69            ,35.08         ,120               ,69         ,4           ,47       ,Light Rain        ,Thursday    ,workday    ,1          ,NA                   ,1.3             ,43        ,5         ,8           ,13
5572      ,04-01-2023 ,20:50:00  ,2               ,Katra              ,25.46    ,81.85     ,186           ,25            ,120               ,81         ,4           ,35       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,4.56            ,97        ,27        ,26          ,36
2788      ,02-01-2023 ,22:20:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,65            ,39.94         ,120               ,58         ,5           ,57       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.41            ,37        ,6         ,10          ,12
9709      ,07-01-2023 ,17:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,175           ,25.68         ,120               ,80         ,3           ,37       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.89            ,98        ,22        ,20          ,35
6111      ,05-01-2023 ,05:50:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,87            ,37.13         ,120               ,61         ,3           ,56       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.45            ,53        ,8         ,3           ,23
1593      ,02-01-2023 ,02:30:00  ,3               ,Chowk              ,25.43    ,81.84     ,109           ,35.26         ,120               ,54         ,5           ,61       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.92            ,65        ,7         ,11          ,26
4604      ,04-01-2023 ,04:40:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,142           ,29.24         ,120               ,61         ,NA          ,55       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.56            ,89        ,12        ,11          ,30
4656      ,04-01-2023 ,05:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,64            ,39.94         ,120               ,62         ,NA          ,54       ,Heatwave          ,Wednesday   ,workday    ,0          ,NA                   ,1.4             ,38        ,9         ,5           ,12
6428      ,05-01-2023 ,11:00:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,72            ,41.57         ,120               ,51         ,3           ,66       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.92            ,36        ,11        ,13          ,12
1776      ,02-01-2023 ,05:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,83            ,38.32         ,120               ,65         ,5           ,50       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.33            ,60        ,7         ,2           ,14
2011      ,02-01-2023 ,09:30:00  ,1               ,Civil Lines        ,NA       ,81.83     ,163           ,30.81         ,120               ,77         ,5           ,38       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.37            ,93        ,17        ,18          ,35
5762      ,05-01-2023 ,00:00:00  ,2               ,Katra              ,25.46    ,81.85     ,33            ,41.79         ,120               ,60         ,5           ,55       ,Light Rain        ,Thursday    ,workday    ,1          ,NA                   ,0.54            ,23        ,1         ,4           ,5
5566      ,04-01-2023 ,20:40:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,280           ,22.2          ,120               ,83         ,5           ,32       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,5.92            ,169       ,32        ,29          ,50
6520      ,05-01-2023 ,12:30:00  ,10              ,Minto Park         ,25.44    ,81.88     ,54            ,39.88         ,120               ,67         ,4           ,49       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.96            ,36        ,5         ,3           ,10
6237      ,05-01-2023 ,07:50:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,93            ,35.85         ,120               ,58         ,4           ,58       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.84            ,60        ,11        ,6           ,16
9962      ,07-01-2023 ,22:00:00  ,2               ,Katra              ,25.46    ,81.85     ,92            ,34.32         ,120               ,54         ,3           ,63       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.54            ,57        ,8         ,4           ,23
1837      ,02-01-2023 ,06:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,109           ,33.12         ,120               ,51         ,5           ,64       ,Light Rain        ,NA          ,workday    ,0          ,NA                   ,2.33            ,67        ,8         ,19          ,15
3063      ,03-01-2023 ,03:00:00  ,3               ,Chowk              ,25.43    ,81.84     ,69            ,39.67         ,120               ,68         ,6           ,46       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.28            ,41        ,6         ,6           ,16
9506      ,07-01-2023 ,14:20:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,113           ,33.5          ,120               ,52         ,4           ,64       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2               ,79        ,11        ,5           ,18
9554      ,07-01-2023 ,15:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,88            ,36.13         ,120               ,69         ,3           ,NA       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.56            ,54        ,7         ,7           ,20
8281      ,06-01-2023 ,18:00:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,203           ,23.14         ,120               ,84         ,4           ,32       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,4.27            ,121       ,23        ,21          ,38
7336      ,06-01-2023 ,02:10:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,140           ,34.66         ,120               ,58         ,5           ,57       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.71            ,81        ,14        ,12          ,33
5952      ,05-01-2023 ,03:10:00  ,2               ,Katra              ,25.46    ,81.85     ,68            ,40.73         ,120               ,61         ,4           ,55       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.33            ,40        ,5         ,9           ,14
8892      ,07-01-2023 ,04:10:00  ,2               ,Katra              ,25.46    ,81.85     ,91            ,34.07         ,120               ,61         ,5           ,54       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.72            ,56        ,7         ,10          ,18
1177      ,01-01-2023 ,19:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,96            ,33.93         ,120               ,59         ,6           ,55       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.48            ,59        ,4         ,8           ,25
1711      ,02-01-2023 ,04:30:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,21            ,50.22         ,120               ,66         ,3           ,51       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,0.43            ,13        ,3         ,1           ,4
5344      ,04-01-2023 ,17:00:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,164           ,29.43         ,120               ,77         ,6           ,37       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,3.91            ,NA        ,23        ,22          ,43
5083      ,04-01-2023 ,12:40:00  ,3               ,Chowk              ,25.43    ,81.84     ,78            ,34.5          ,120               ,73         ,5           ,42       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.52            ,48        ,7         ,8           ,15
1561      ,02-01-2023 ,02:00:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,106           ,33.12         ,120               ,63         ,5           ,52       ,Heatwave          ,Monday      ,workday    ,0          ,NA                   ,1.78            ,69        ,7         ,8           ,22
5824      ,05-01-2023 ,01:00:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,90            ,37.22         ,120               ,66         ,4           ,50       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.89            ,53        ,11        ,8           ,18
9140      ,07-01-2023 ,08:10:00  ,10              ,Minto Park         ,25.44    ,81.88     ,165           ,29.8          ,120               ,93         ,4           ,23       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.52            ,88        ,18        ,20          ,39
8776      ,07-01-2023 ,02:10:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,35            ,49.74         ,120               ,56         ,7           ,57       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,0.64            ,21        ,3         ,3           ,8
1241      ,01-01-2023 ,20:40:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,123           ,31.91         ,120               ,51         ,4           ,65       ,Clear             ,Sunday      ,weekend    ,1          ,New Year Celebration ,2.57            ,64        ,10        ,19          ,30
6979      ,05-01-2023 ,20:10:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,NA            ,27.13         ,120               ,57         ,3           ,60       ,Fog               ,Thursday    ,workday    ,1          ,NA                   ,2.18            ,47        ,12        ,13          ,22
3951      ,03-01-2023 ,17:50:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,199           ,27.33         ,120               ,75         ,4           ,41       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,4.43            ,124       ,27        ,19          ,29
NA        ,02-01-2023 ,08:20:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,282           ,22.62         ,120               ,80         ,5           ,35       ,Clear             ,Monday      ,workday    ,NA         ,NA                   ,5.12            ,167       ,22        ,26          ,67
6855      ,05-01-2023 ,18:10:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,53            ,40.38         ,120               ,59         ,6           ,55       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.68            ,42        ,2         ,1           ,8
5203      ,04-01-2023 ,14:40:00  ,3               ,Chowk              ,NA       ,81.84     ,60            ,40.31         ,120               ,68         ,6           ,46       ,Heatwave          ,Wednesday   ,workday    ,0          ,NA                   ,0.98            ,36        ,4         ,4           ,16
1454      ,02-01-2023 ,00:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,98            ,34.66         ,120               ,61         ,5           ,54       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.06            ,61        ,11        ,10          ,16
6164      ,05-01-2023 ,06:40:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,69            ,36.79         ,120               ,58         ,4           ,58       ,Cold Wave         ,Thursday    ,workday    ,1          ,NA                   ,1.4             ,39        ,6         ,9           ,15
2864      ,02-01-2023 ,23:40:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,164           ,30.19         ,120               ,83         ,5           ,32       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.64            ,96        ,22        ,16          ,30
1554      ,02-01-2023 ,01:50:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,119           ,34.56         ,120               ,74         ,4           ,42       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.61            ,69        ,14        ,14          ,22
2922      ,03-01-2023 ,00:40:00  ,2               ,Katra              ,25.46    ,81.85     ,80            ,35.43         ,120               ,64         ,4           ,52       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.7             ,50        ,10        ,7           ,13
2117      ,02-01-2023 ,11:10:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,15            ,37.13         ,120               ,61         ,6           ,53       ,Heavy Rain        ,Monday      ,workday    ,0          ,NA                   ,0.26            ,9         ,0         ,3           ,3
4717      ,NA         ,          ,7               ,Phaphamau          ,25.49    ,NA        ,84            ,27.88         ,120               ,63         ,5           ,52       ,Heavy Rain        ,Wednesday   ,#VALUE!    ,0          ,NA                   ,1.88            ,50        ,11        ,9           ,14
NA        ,05-01-2023 ,17:30:00  ,2               ,Katra              ,25.46    ,81.85     ,133           ,29.19         ,120               ,55         ,4           ,61       ,Heatwave          ,Thursday    ,workday    ,1          ,NA                   ,2.74            ,80        ,14        ,14          ,25
9934      ,07-01-2023 ,21:30:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,40            ,28.11         ,120               ,57         ,5           ,58       ,Heavy Rain        ,Saturday    ,weekend    ,0          ,NA                   ,0.96            ,23        ,7         ,NA          ,7
8106      ,06-01-2023 ,15:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,68            ,36.25         ,120               ,55         ,4           ,61       ,NA                ,Friday      ,workday    ,0          ,NA                   ,1.4             ,37        ,8         ,6           ,17
3069      ,03-01-2023 ,03:00:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,89            ,36.04         ,120               ,60         ,5           ,55       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.75            ,55        ,9         ,8           ,17
3741      ,03-01-2023 ,14:20:00  ,1               ,Civil Lines        ,25.45    ,NA        ,79            ,41.08         ,120               ,60         ,6           ,54       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.5             ,48        ,6         ,9           ,16
9736      ,07-01-2023 ,18:10:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,220           ,25.79         ,120               ,84         ,6           ,30       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,4.15            ,133       ,22        ,16          ,NA
5051      ,04-01-2023 ,12:10:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,103           ,34.68         ,120               ,65         ,6           ,49       ,Clear             ,Wednesday   ,workday    ,NA         ,NA                   ,2.13            ,68        ,12        ,9           ,14
3613      ,03-01-2023 ,12:10:00  ,3               ,Chowk              ,25.43    ,81.84     ,111           ,31.16         ,120               ,60         ,5           ,55       ,Light Rain        ,Tuesday     ,workday    ,0          ,NA                   ,2.28            ,63        ,11        ,13          ,24
6163      ,05-01-2023 ,06:40:00  ,3               ,Chowk              ,25.43    ,81.84     ,NA            ,38.98         ,120               ,73         ,5           ,42       ,Cold Wave         ,Thursday    ,workday    ,1          ,NA                   ,0.96            ,32        ,5         ,4           ,8
709       ,01-01-2023 ,11:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,52            ,36.64         ,120               ,54         ,4           ,62       ,Light Rain        ,Sunday      ,weekend    ,1          ,NA                   ,0.82            ,35        ,2         ,5           ,10
2203      ,02-01-2023 ,12:40:00  ,3               ,Chowk              ,25.43    ,81.84     ,46            ,48.32         ,120               ,53         ,4           ,63       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,0.71            ,30        ,3         ,2           ,11
4321      ,04-01-2023 ,00:00:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,52            ,45.23         ,120               ,65         ,3           ,52       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,1.16            ,32        ,7         ,5           ,8
9610      ,07-01-2023 ,16:00:00  ,10              ,Minto Park         ,25.44    ,81.88     ,59            ,39.21         ,120               ,51         ,4           ,65       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,0.98            ,41        ,4         ,4           ,10
1887      ,02-01-2023 ,07:20:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,234           ,24.77         ,120               ,71         ,4           ,45       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,3.98            ,144       ,17        ,17          ,56
9717      ,07-01-2023 ,17:50:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,207           ,26.23         ,120               ,80         ,5           ,35       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,4.14            ,115       ,19        ,24          ,49
5578      ,04-01-2023 ,20:50:00  ,8               ,Jhunsi             ,25.43    ,NA        ,122           ,35.91         ,120               ,58         ,NA          ,57       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,2.89            ,67        ,18        ,14          ,23
6334      ,05-01-2023 ,09:30:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,144           ,32.74         ,120               ,58         ,4           ,58       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,2.8             ,87        ,16        ,10          ,31
1883      ,02-01-2023 ,07:20:00  ,3               ,Chowk              ,25.43    ,81.84     ,108           ,37.12         ,120               ,54         ,5           ,61       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.91            ,76        ,9         ,7           ,16
5245      ,04-01-2023 ,15:20:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,37            ,52.3          ,120               ,60         ,4           ,56       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,0.87            ,23        ,6         ,3           ,5
5149      ,04-01-2023 ,13:40:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,30            ,46.79         ,120               ,64         ,5           ,51       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,0.62            ,15        ,4         ,2           ,9
5232      ,04-01-2023 ,15:10:00  ,2               ,Katra              ,25.46    ,81.85     ,23            ,48.06         ,120               ,59         ,4           ,57       ,Cold Wave         ,Wednesday   ,workday    ,0          ,NA                   ,0.41            ,15        ,3         ,0           ,5
7942      ,06-01-2023 ,12:20:00  ,2               ,Katra              ,25.46    ,81.85     ,13            ,47.3          ,120               ,67         ,3           ,50       ,Cold Wave         ,Friday      ,workday    ,0          ,NA                   ,0.27            ,8         ,1         ,2           ,2
1595      ,02-01-2023 ,02:30:00  ,5               ,NA                 ,25.41    ,81.86     ,91            ,39.02         ,120               ,65         ,6           ,49       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.7             ,58        ,6         ,11          ,16
7929      ,06-01-2023 ,12:00:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,132           ,31.57         ,120               ,62         ,6           ,52       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,2.44            ,82        ,9         ,15          ,26
8052      ,06-01-2023 ,14:10:00  ,2               ,Katra              ,25.46    ,81.85     ,76            ,36.37         ,120               ,71         ,3           ,46       ,Light Rain        ,Friday      ,workday    ,0          ,NA                   ,1.52            ,50        ,6         ,10          ,10
4181      ,03-01-2023 ,21:40:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,152           ,29.28         ,120               ,73         ,3           ,44       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,3.19            ,78        ,13        ,23          ,38
6020      ,05-01-2023 ,04:10:00  ,NA              ,Minto Park         ,25.44    ,81.88     ,26            ,49.87         ,120               ,65         ,3           ,52       ,Heatwave          ,Thursday    ,workday    ,1          ,NA                   ,0.76            ,14        ,6         ,3           ,3
2072      ,NA         ,          ,2               ,Katra              ,25.46    ,81.85     ,256           ,23.37         ,120               ,71         ,5           ,44       ,Clear             ,Monday      ,#VALUE!    ,0          ,NA                   ,5.64            ,137       ,28        ,35          ,56
9214      ,07-01-2023 ,09:30:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,161           ,25.86         ,120               ,87         ,5           ,28       ,Heatwave          ,Saturday    ,weekend    ,0          ,NA                   ,3.24            ,90        ,13        ,22          ,36
7851      ,06-01-2023 ,10:50:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,239           ,23.15         ,120               ,82         ,4           ,34       ,Light Rain        ,Friday      ,workday    ,0          ,NA                   ,4.62            ,159       ,26        ,16          ,38
5796      ,05-01-2023 ,00:30:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,70            ,40.04         ,120               ,71         ,4           ,45       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.36            ,39        ,9         ,3           ,19
989       ,01-01-2023 ,16:20:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,50            ,44.24         ,120               ,55         ,4           ,61       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,0.86            ,27        ,5         ,2           ,16
